session id,uuid,timestamp,location,location path,location query,referral location,ua_string,geo_ip
eed769c4-d8b8-4704-a5a0-a103a4f0ae95,ba644427-ae4f-4fbe-8c79-d0b89d6fd5cd,09/07/17 15:13,www.acmeservices.com,/editing-services/professional-scientific-editing-and-proofreading-services.html,keyword=%2Bscientific%20%2Bediting&matchtype=b&device=c&creative=201469955751&gclid=COnY8My-_NQCFYIV0wod5WkHSA,www.google.it,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36",93.44.82.240
327f5215-2cbc-48d8-8a55-f063967504df,e10bf0bc-9fe2-4a58-9489-ca878578cd14,09/07/17 15:35,www.acmeservices.com,/editing-services/english-language-editing-and-proofreading-services.html,keyword=english%20editing&matchtype=p&device=m&creative=201498785419&gclid=CjwKEAjwqIfLBRCk6vH_rJq7yD0SJACG18fr18l6-1AYGXqbPcRDj6xA_eyz9SvQr890KjbWhIoZFxoCFYDw_wcB,com.google.android.googlequicksearchbox,"Mozilla/5.0 (Linux; Android 5.1; A1601 Build/LMY47I) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.125 Mobile Safari/537.36",121.6.108.117
117b34da-bb8d-4df2-a87d-b7a108983b22,c3d0a8a1-5897-4235-aef1-1159013b8160,09/07/17 15:54,www.acmeservices.com,/pricing/,keyword=professional%2520editing%2520services&matchtype=e&device=c&creative=201469956228&gclid=CjwKEAjwqIfLBRCk6vH_rJq7yD0SJACG18fr1CehNMVhbgBTMKUTWweFSw4f8jZ5-OaVOIfwyEIdTBoCh0vw_wcB,www.google.com,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:54.0) Gecko/20100101 Firefox/54.0,68.173.176.46
94d5661c-4cc6-4a9e-a02e-85a289ed691b,662b13d9-074c-4d2e-8249-c7e853198c6c,09/07/17 17:19,www.acmeservices.com,/editing-services/english-language-editing-and-proofreading-services.html,keyword=editing%20service&matchtype=p&device=c&creative=201460662900&gclid=CjwKEAjwqIfLBRCk6vH_rJq7yD0SJACG18frkE_a9_53KT7qgWv8VSKEB2whrYwenUjRWbhK9ox7HRoCbDPw_wcB,www.google.com,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36",196.75.84.254
d16b12f5-0c42-45d9-ba65-25c73cf96078,5338a1c4-95df-4c3d-b56b-ae7abdedbd58,09/07/17 17:14,www.acmeservices.com,/editing-services/english-language-editing-and-proofreading-services.html,keyword=english%20editing&matchtype=e&device=m&creative=201469955973&gclid=CjwKCAjwqIfLBRAkEiwAhtfH603Ta8prPqmFFCDH37gNU0M2S_t7H6LlOQK5UJ1OfXEbNsYHiWVHZxoC4xkQAvD_BwE,www.google.com.sa,"Mozilla/5.0 (Linux; Android 7.0; MHA-L29 Build/HUAWEIMHA-L29) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.125 Mobile Safari/537.36",37.104.239.68
e8b7c44c-095b-4fdd-bc41-d2c875c28362,946333f5-0cc8-423b-bb4c-19138b976a3d,09/07/17 18:21,www.acmeservices.com,/survey-author-perspectives-on-academic-publishing/,utm_source=social&utm_campaign=PMFB&utm_medium=facebook&utm_term=ogofb&PM,lm.facebook.com,"Mozilla/5.0 (Linux; Android 5.1.1; Lenovo P1a42 Build/LMY47V) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.85 Mobile Safari/537.36",114.125.182.229
f1e96af7-8113-459f-a479-43df2dfa10e5,e4d2a032-247a-4a49-8c20-9e302179d758,09/07/17 17:25,www.acmeservices.com,/editing-services/english-language-editing-and-proofreading-services.html,keyword=%2Benglish%20%2Bediting&matchtype=b&device=c&creative=201469955748&gclid=CjwKEAjwqIfLBRCk6vH_rJq7yD0SJACG18frK2XtBTfDk8sodXGgkTQ0WJPbxFVDYplpW-daa9lACxoCliXw_wcB,www.google.co.kr,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",203.237.109.121
8ac7a55c-7f47-4c1f-9fb6-991c3de14589,2984194a-53d7-46f9-baa9-39b9b840af64,09/07/17 18:00,www.acmeservices.com,/editing-services/english-language-editing-and-proofreading-services.html,keyword=english%20editing%20service&matchtype=e&device=c&creative=201465365885&gclid=CKORweHj_NQCFUI6GwodBlUGbA,www.google.com.tr,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36",78.170.127.52
350604b3-b609-4d2f-a428-7c30d26c80d2,3313d94c-602c-43b9-8c1e-c03e3b9bf5af,09/07/17 18:02,www.acmeservices.com,/editing-services/research-paper-editing-and-proofreading-services.html,keyword=editing%20service&matchtype=p&device=c&creative=201498203200&gclid=CPa_hJ_k_NQCFQOUfgodrHENYg,www.google.ca,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:42.0) Gecko/20100101 Firefox/42.0,162.156.28.112
d805eba8-4f63-4c3e-a009-0c0abe72b36a,2097f2fa-1ac8-49c3-9a0b-08b61761da43,09/07/17 18:58,www.acmeservices.com,/editing-services/english-language-editing-and-proofreading-services.html,keyword=%2Bproofreading%20%2Bprofessional&matchtype=b&device=c&creative=201463927643&gclid=EAIaIQobChMIqP6E6fD81AIVD0R-Ch0REwJQEAAYASAAEgIF4PD_BwE,www.google.com,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36",24.5.156.171
83303081-5a17-4c07-8a7e-3bea39c994c0,82ac87b2-250e-41c0-aa73-70fbb196aade,09/07/17 19:31,www.acmeservices.com,/editing-services/dissertation-editing-and-proofreading-services.html,keyword=dissertation%20editing&matchtype=p&device=c&creative=201469956234&gclid=CjwKCAjwqIfLBRAkEiwAhtfH68idazcPxjWCrp1uwFMk-DF5ha7pTjDXCsvRShOypSVEFH_fP8SnpBoCldYQAvD_BwE,www.google.de,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:54.0) Gecko/20100101 Firefox/54.0,84.169.140.133
778f1767-5d23-479d-8c66-7098b6d39b0a,57ab64e4-0aa3-4622-ba35-309cc0124130,09/07/17 20:08,www.acmeservices.com,/editing-services/academic-editing-and-proofreading-services.html,keyword=editing%20services&matchtype=e&device=c&creative=201469955958&gclid=CjwKEAjwqIfLBRCk6vH_rJq7yD0SJACG18frbjtiADHgl3rpFuhVvv4h-3cGG-GLTwARQVdNqFUGKBoCCMzw_wcB,www.google.com,"Mozilla/5.0 (X11; CrOS x86_64 9592.42.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.52 Safari/537.36",47.153.137.103
,53d38e93-837c-4dcd-a8ac-1c40f1dd046d,09/07/17 0:00,www.acmeservices.com,/faqs/,bottom=&PlacementPage:Footer&PlacementButton/Link:FAQs,,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html),66.249.66.81
916037b1-996e-401d-b351-61ff6548c074,d2b65238-913d-4243-b9ec-3bfab12a9108,09/07/17 21:52,www.acmeservices.com,/editing-services/thesis-editing-and-proofreading-services.html,keyword=%2Bproofreading%20%2Bthesis&matchtype=b&device=c&creative=201463927649&gclid=EAIaIQobChMImsWyypf91AIVj4aPCh3zaQZ3EAAYASAAEgJQ5fD_BwE,www.google.com.hk,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",131.203.109.7
980ef204-f623-4c68-afd0-25027df77a36,e5a3a6de-9142-4729-a66b-085b8df9c304,09/07/17 22:17,www.acmeservices.com,/,keyword=%2Bacmeservices&matchtype=b&device=c&creative=201469956198&gclid=CjwKEAjwqIfLBRCk6vH_rJq7yD0SJACG18fr8fomIQDk3ovXA38KKIvBswLGYHj0SThxqfEDXJr73xoCxATw_wcB,www.google.com,Mozilla/5.0 (Windows NT 6.1; rv:54.0) Gecko/20100101 Firefox/54.0,105.101.157.198
faad5a39-0183-4ca1-86fb-161c37d98bbb,7c21df5e-0826-4228-9a30-89a0c0ab8399,09/07/17 22:33,www.acmeservices.com,/editing-services/english-language-check-services.html,keyword=proofread%20service&matchtype=e&device=c&creative=201469955712&gclid=CjwKCAjwqIfLBRAkEiwAhtfH640sj2JdjVbFg4LIq5gSivlmFAVm8MY45I5OFdhMl8KN7aEeoylAgBoCPF0QAvD_BwE,www.google.com,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36",207.172.165.35
9f7130fc-9c6c-427c-95c9-ac5520ee63fd,98ca14b0-3191-4440-80eb-2850076ea5ac,09/07/17 23:46,www.acmeservices.com,/editing-services/english-language-editing-and-proofreading-services.html,keyword=%2Benglish%20%2Bediting&matchtype=b&device=c&creative=201469955748&gclid=CMfj9Iyx_dQCFQYPaQodT5kPhw,www.google.com,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36",73.229.197.175
5d02c32b-ec2a-4792-b728-5eb44c6f5d67,40d23eb9-54f3-46b9-959f-166f7dd2bfd2,10/07/17 1:03,www.acmeservices.com,/editing-services/english-language-editing-and-proofreading-services.html,keyword=editing%20service&matchtype=p&device=c&creative=201460662900&gclid=CJue_avC_dQCFcIJkQodYQQCUw,www.google.com.br,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36",186.220.8.27
9a2ed603-a464-4e16-ae28-c48af083bca4,6c99d1f6-12e1-48a1-8a40-9ba647e6fcec,10/07/17 2:33,www.acmeservices.com,/editing-services/research-paper-editing-and-proofreading-services.html,keyword=paper%20editing&matchtype=p&device=c&creative=201457269503&gclid=CIDDyMzW_dQCFc0HKgodAUUEWA,www.google.com.tw,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36",1.172.250.184
8ca8351a-166b-4f8d-808d-6fdf873bd6b7,2d08d6a0-f79d-46ec-afdd-c389a773adf6,10/07/17 3:34,www.acmeservices.com,/editing-services/english-language-editing-and-proofreading-services.html,keyword=english%20editing&matchtype=p&device=c&creative=201498785419&gclid=CMrK9pDk_dQCFY4YjwodAvEEzw,www.google.com.pk,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36",111.68.98.199
8fa22a20-2d4c-4537-8bcf-7d359c4807e9,89857869-1c9a-4bdb-9258-32a59f6dad84,10/07/17 3:58,www.acmeservices.com,/,keyword=acmeservices&matchtype=e&device=c&creative=201469956162&gclid=CjwKCAjwqIfLBRAkEiwAhtfH64JlDsCI28cW4jugD2l2H7JRpYAjflAb5Q51tVqWz0svbJOfeEmFmhoCyHoQAvD_BwE,www.google.co.jp,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36",174.6.62.104
8cc8693d-70cf-44d4-8cbe-3bb7a933b317,a849fa68-40a1-4448-bdb1-9a03025168aa,10/07/17 4:52,www.acmeservices.com,/research-communication/,top=&PlacementPage:Top-navigation&PlacementButton/Link:Research%20Communication,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36",121.66.210.70
89658f08-9435-4ff0-b85b-d23e6eb59e4b,a600e46c-1a5e-40a2-8cc4-32b00070abfd,10/07/17 4:56,www.acmeservices.com,/editing-services/proofreading-services.html,keyword=proofreading%20service&matchtype=p&device=c&creative=201498414136&gclid=CjwKEAjwqIfLBRCk6vH_rJq7yD0SJACG18frCJj-lCDoU84uCjWfg2TeOxpA6Fknv8TLEiaDm2EiJRoCgK7w_wcB,www.google.com,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36",71.14.224.18
5073e09b-a1bd-4139-a370-b5c4fa7560c7,d44ea00f-b511-4569-b2ae-8d4f7efd997e,10/07/17 5:29,www.acmeservices.com,/editing-services/thesis-editing-and-proofreading-services.html,keyword=thesis%20proofreading&matchtype=e&device=c&creative=201465365735&gclid=CjwKCAjwqIfLBRAkEiwAhtfH6-AhQ_Kmesz1Ac7Bxsxmgq2dAePqWxCOs7GnJJ390V5O1TTKnbqpUBoCBOwQAvD_BwE,www.google.co.in,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36",103.77.2.38
da69e9fc-3ac5-4bf5-bb5a-c42680361735,1abbce17-fb28-44fd-b319-f41e092c211a,10/07/17 6:05,www.acmeservices.com,/,keyword=acmeservices&matchtype=e&device=c&creative=201469956162&gclid=CjwKEAjwqIfLBRCk6vH_rJq7yD0SJACG18fr2btXoEwKeUPnqO79grVs3jh5hfOtWPzEiCPhkWFb1hoCIEvw_wcB,www.google.com.hk,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36",158.182.141.89
47e33894-3745-4421-945c-ba62c6099c9a,ce4ace2d-444d-40c9-83d8-340ca2eaad8e,10/07/17 5:08,www.acmeservices.com,/editing-services/english-language-editing-and-proofreading-services.html,keyword=english%20editing&matchtype=p&device=c&creative=201498785419&gclid=CjwKEAjwqIfLBRCk6vH_rJq7yD0SJACG18fr0Rf79K0YZO6GEiinCvDXP4mLzIZrBfTOYGHfbfkLwBoCdS3w_wcB,www.google.co.in,"Mozilla/5.0 (Windows NT 10.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36",14.139.226.10
1c8f0dda-e85f-47f0-a072-703387afe579,ce4ace2d-444d-40c9-83d8-340ca2eaad8e,10/07/17 5:09,www.acmeservices.com,/editing-services/english-language-editing-and-proofreading-services.html,keyword=english%20editing&matchtype=p&device=c&creative=201498785419&gclid=CjwKEAjwqIfLBRCk6vH_rJq7yD0SJACG18fr0Rf79K0YZO6GEiinCvDXP4mLzIZrBfTOYGHfbfkLwBoCdS3w_wcB,www.google.co.in,"Mozilla/5.0 (Windows NT 10.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36",14.139.226.10
48f0980a-7850-4e70-a3be-2e000a323242,7bf777e8-fd54-4b5b-9ca8-19c15ec3584c,10/07/17 6:36,www.acmeservices.com,/editing-services/research-paper-editing-and-proofreading-services.html,keyword=editing%20service&matchtype=p&device=c&creative=201498203200&gclid=CjwKCAjwqIfLBRAkEiwAhtfH6_E_up7eymuu2vNDO0rBS7nK4aU6hhcEVmbD_jbFc7v2nfPPj0qJKhoC1NEQAvD_BwE,www.google.com.au,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36",140.159.2.254
651b2974-63fd-42b9-96f1-8fe9c5840fdd,fe1a5c29-7e76-4370-b616-0a99ecc37153,10/07/17 6:52,www.acmeservices.com,/editing-services/proofreading-services.html,keyword=proofreading%20service&matchtype=p&device=m&creative=201498414136&gclid=CLyNxLyQ_tQCFQEA0wodJKgA7g,www.google.com.sa,"Mozilla/5.0 (Linux; Android 7.0; SM-G920I Build/NRD90M) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.125 Mobile Safari/537.36",5.41.57.8
d24c8d80-81f4-43b3-ad76-7bf7d15a569a,,10/07/17 7:59,www.acmeservices.com,/,fb_Web_Turkey_DUR_ad1,,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,212.174.135.199
56562a65-f683-4987-9507-f32a28c20149,74e84214-f71e-44a8-8fc4-82f60c33c456,10/07/17 7:59,www.acmeservices.com,/,fb_Web_Turkey_DUR_ad1,,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36",212.174.135.199
ceb4b6a2-0046-4c69-bd26-d92b2a9f0834,879ef60f-8dcc-4883-aa25-b127f15560da,10/07/17 7:00,www.acmeservices.com,/,keyword=acmeservices&matchtype=e&device=c&creative=201469956162&gclid=EAIaIQobChMIrcLykZL-1AIVlouPCh3f4wZsEAAYASAAEgKKFPD_BwE,www.google.co.in,"Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36",223.227.112.30
b48a1071-0dd3-44b3-a6bd-a9f7008a20d1,09cad9fe-0ad6-4aba-b26c-b53d283f26d7,10/07/17 7:09,www.acmeservices.com,/editing-services/research-paper-editing-and-proofreading-services.html,keyword=editing%20service&matchtype=p&device=c&creative=201498203200&gclid=CND_qJ2U_tQCFYSQjwodfEwG5w,www.google.com,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36",96.9.163.2
28a08d60-8e28-4bce-ae67-26bfe81406d9,8a2b662f-5184-4c91-96ec-4ed983748e4d,10/07/17 8:09,www.acmeservices.com,/editing-services/academic-editing-and-proofreading-services.html,keyword=editing%20services&matchtype=e&device=c&creative=201465365723&gclid=EAIaIQobChMIvITq76D-1AIVygMqCh3gJAAHEAAYAiAAEgLDWPD_BwE,www.google.com.au,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36",1.144.96.92
6794870f-83b3-4ab0-b902-ee7e1bdd04a5,b5ab565c-f21a-41b6-ba1c-919f0aa19696,10/07/17 8:18,www.acmeservices.com,/,utm_expid=63552676-21.TfOfpAKiRNO0-M_T0cZ8wg.0&utm_referrer=https%3A%2F%2Fmail.qq.com%2F,,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.101 Safari/537.36",117.141.11.109
a5b676b3-fa45-4866-9872-6d6cca227bd1,4acf773b-de97-4817-b0d0-461b2d2e4998,10/07/17 8:28,www.acmeservices.com,/,keyword=%2Bacmeservices&matchtype=b&device=c&creative=201469956198&gclid=Cj0KEQjwy4zLBRCOg6-4h6vs3cUBEiQAN-yzfn1WqRcGNUB2qUC7NMeXhv92K39cmz0faSmfCordAskaAjlo8P8HAQ,www.google.co.in,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36",115.113.120.242
86c33b4f-8323-4918-8873-96d8b77850e0,cd8303e9-6098-470b-ba3b-20b560f857f4,10/07/17 21:12,www.acmeservices.com,/editing-services/manuscript-editing.html,keyword=research%20paper%20editing&matchtype=e&device=c&creative=201469956135&gclid=CIL8ydKo_tQCFZKJjwodjwILMg,dp.g.doubleclick.net,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36",103.15.62.226
672a03d2-17da-4a59-8b1f-9736f82f5ff3,c5f5376c-a7e1-4ba3-9323-43a464007e3e,10/07/17 8:42,www.acmeservices.com,/editing-services/academic-editing-and-proofreading-services.html,keyword=academic%20proofreading&matchtype=p&device=c&creative=204838723656&gclid=CNnMisqo_tQCFY0V0wodWBoPQQ,www.google.ae,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:54.0) Gecko/20100101 Firefox/54.0,185.66.17.211
036c414d-f13c-4f3c-ad6b-8e43d4658960,895a58c1-d18e-4de2-aa73-779caceaa0ab,10/07/17 8:48,www.acmeservices.com,/editing-services/english-language-check-services.html,keyword=language%20editing%20service&matchtype=p&device=c&creative=201465365924&gclid=Cj0KCQjwy4zLBRCOARIsADfss37L8c0U52LPA3jmllKbEQIQ8ETNuXPCUP3WP71xbXqKU6vJn4ujH3gaAp4AEALw_wcB,www.google.co.id,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:54.0) Gecko/20100101 Firefox/54.0,182.253.72.175
a618c059-6442-4412-ad6e-526027049593,7ad75c0c-9096-4df1-89ff-872aaba703aa,10/07/17 8:50,www.acmeservices.com,/editing-services/research-paper-editing-and-proofreading-services.html,keyword=paper%20editing&matchtype=p&device=c&creative=201457269503&gclid=EAIaIQobChMImN7tqar-1AIVFIiPCh00FQNCEAAYASAAEgL2tvD_BwE,www.google.co.in,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36",14.139.238.98
c758f1c3-cfdf-4d0f-8471-8bce86072abe,3171bc93-63b4-4733-ac29-a639f7ba2f0a,10/07/17 8:49,www.acmeservices.com,/editing-services/english-language-editing-and-proofreading-services.html,keyword=%2Bediting%20%2Bservice&matchtype=b&device=c&creative=201469956207&gclid=Cj0KEQjwy4zLBRCOg6-4h6vs3cUBEiQAN-yzfhRHMy7DvVZcVMOQy2Yb5fjCybsWwjzkfrRbpkgL5y8aArK58P8HAQ,www.google.com.ng,"Mozilla/5.0 (Windows NT 10.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36",41.77.169.146
